"","fips","simyear","stover_removal","N2O_gN_m2"
"66415",46009,2024,"G50S",0.2
"66416",46009,2024,"G75S",0.2
"66417",46009,2025,"G",0.3
"66418",46009,2025,"G25S",0.3
"66419",46009,2025,"G50S",0.3
"66420",46009,2025,"G75S",0.3
"66421",46009,2026,"G",0.1
"66422",46009,2026,"G25S",0.1
"66423",46009,2026,"G50S",0.1
"66424",46009,2026,"G75S",0.1
"66425",46009,2027,"G",0.3
"66426",46009,2027,"G25S",0.3
"66427",46009,2027,"G50S",0.3
"66428",46009,2027,"G75S",0.3
"66429",46009,2028,"G",0.2
"66430",46009,2028,"G25S",0.2
"66431",46009,2028,"G50S",0.2
"66432",46009,2028,"G75S",0.2
"66433",46009,2029,"G",0.22227
"66434",46009,2029,"G25S",0.2
"66435",46009,2029,"G50S",0.2
"66436",46009,2029,"G75S",0.2
"66437",46009,2030,"G",0.16734
"66438",46009,2030,"G25S",0.1
"66439",46009,2030,"G50S",0.1
"66440",46009,2030,"G75S",0.1
"66441",46009,2031,"G",0.46734
"66442",46009,2031,"G25S",0.46734
"66443",46009,2031,"G50S",0.4
"66444",46009,2031,"G75S",0.4
"66445",46009,2032,"G",0.2
"66446",46009,2032,"G25S",0.2
"66447",46009,2032,"G50S",0.11039
"66448",46009,2032,"G75S",0.1
"66449",46009,2033,"G",0.23266
"66450",46009,2033,"G25S",0.22227
"66451",46009,2033,"G50S",0.2
"66452",46009,2033,"G75S",0.2
"66453",46009,2034,"G",0.17773
"66454",46009,2034,"G25S",0.17773
"66455",46009,2034,"G50S",0.1
"66456",46009,2034,"G75S",0.1
"66457",46009,2035,"G",0.2
"66458",46009,2035,"G25S",0.2
"66459",46009,2035,"G50S",0.2
"66460",46009,2035,"G75S",0.2
"66461",46009,2036,"G",0.41241
"66462",46009,2036,"G25S",0.33468
"66463",46009,2036,"G50S",0.26734
"66464",46009,2036,"G75S",0.2
"66465",46009,2037,"G",0.3
"66466",46009,2037,"G25S",0.3
"66467",46009,2037,"G50S",0.3
"66468",46009,2037,"G75S",0.3
"66469",46009,2038,"G",0.2
"66470",46009,2038,"G25S",0.2
"66471",46009,2038,"G50S",0.2
"66472",46009,2038,"G75S",0.2
"66473",46009,2039,"G",0.22227
"66474",46009,2039,"G25S",0.2
"66475",46009,2039,"G50S",0.2
"66476",46009,2039,"G75S",0.2
"66477",46009,2040,"G",0.43468
"66478",46009,2040,"G25S",0.43468
"66479",46009,2040,"G50S",0.43468
"66480",46009,2040,"G75S",0.36734
"66481",46011,2011,"G",0.3
"66482",46011,2011,"G25S",0.3
"66483",46011,2011,"G50S",0.3
"66484",46011,2011,"G75S",0.3
"66485",46011,2012,"G",0.38409
"66486",46011,2012,"G25S",0.38409
"66487",46011,2012,"G50S",0.3
"66488",46011,2012,"G75S",0.3
"66489",46011,2013,"G",0.76818
"66490",46011,2013,"G25S",0.76818
"66491",46011,2013,"G50S",0.76818
"66492",46011,2013,"G75S",0.68409
"66493",46011,2014,"G",0.36818
"66494",46011,2014,"G25S",0.38409
"66495",46011,2014,"G50S",0.38409
"66496",46011,2014,"G75S",0.38409
"66497",46011,2015,"G",0.3
"66498",46011,2015,"G25S",0.3
"66499",46011,2015,"G50S",0.3
"66500",46011,2015,"G75S",0.3
"66501",46011,2016,"G",0.55227
"66502",46011,2016,"G25S",0.46818
"66503",46011,2016,"G50S",0.38409
"66504",46011,2016,"G75S",0.38409
"66505",46011,2017,"G",0.3
"66506",46011,2017,"G25S",0.3
"66507",46011,2017,"G50S",0.3
"66508",46011,2017,"G75S",0.21591
"66509",46011,2018,"G",0.36818
"66510",46011,2018,"G25S",0.28409
"66511",46011,2018,"G50S",0.28409
"66512",46011,2018,"G75S",0.2
"66513",46011,2019,"G",0.3
"66514",46011,2019,"G25S",0.3
"66515",46011,2019,"G50S",0.3
"66516",46011,2019,"G75S",0.3
"66517",46011,2020,"G",0.18409
"66518",46011,2020,"G25S",0.2
"66519",46011,2020,"G50S",0.2
"66520",46011,2020,"G75S",0.1
"66521",46011,2021,"G",0.56818
"66522",46011,2021,"G25S",0.46818
"66523",46011,2021,"G50S",0.46818
"66524",46011,2021,"G75S",0.4
"66525",46011,2022,"G",0.28409
"66526",46011,2022,"G25S",0.28409
"66527",46011,2022,"G50S",0.2
"66528",46011,2022,"G75S",0.2
"66529",46011,2023,"G",0.3
"66530",46011,2023,"G25S",0.3
"66531",46011,2023,"G50S",0.3
"66532",46011,2023,"G75S",0.3
"66533",46011,2024,"G",0.46818
"66534",46011,2024,"G25S",0.46818
"66535",46011,2024,"G50S",0.38409
"66536",46011,2024,"G75S",0.3
"66537",46011,2025,"G",0.68409
"66538",46011,2025,"G25S",0.68409
"66539",46011,2025,"G50S",0.68409
"66540",46011,2025,"G75S",0.6
"66541",46011,2026,"G",0.28409
"66542",46011,2026,"G25S",0.28409
"66543",46011,2026,"G50S",0.28409
"66544",46011,2026,"G75S",0.28409
"66545",46011,2027,"G",0.3
"66546",46011,2027,"G25S",0.3
"66547",46011,2027,"G50S",0.3
"66548",46011,2027,"G75S",0.3
"66549",46011,2028,"G",0.28409
"66550",46011,2028,"G25S",0.2
"66551",46011,2028,"G50S",0.2
"66552",46011,2028,"G75S",0.2
"66553",46011,2029,"G",0.3
"66554",46011,2029,"G25S",0.3
"66555",46011,2029,"G50S",0.3
"66556",46011,2029,"G75S",0.3
"66557",46011,2030,"G",0.2
"66558",46011,2030,"G25S",0.2
"66559",46011,2030,"G50S",0.2
"66560",46011,2030,"G75S",0.18409
"66561",46011,2031,"G",0.48409
"66562",46011,2031,"G25S",0.48409
"66563",46011,2031,"G50S",0.4
"66564",46011,2031,"G75S",0.38409
"66565",46011,2032,"G",0.4
"66566",46011,2032,"G25S",0.3
"66567",46011,2032,"G50S",0.3
"66568",46011,2032,"G75S",0.21591
"66569",46011,2033,"G",0.3
"66570",46011,2033,"G25S",0.3
"66571",46011,2033,"G50S",0.3
"66572",46011,2033,"G75S",0.3
"66573",46011,2034,"G",0.28409
"66574",46011,2034,"G25S",0.2
"66575",46011,2034,"G50S",0.2
"66576",46011,2034,"G75S",0.2
"66577",46011,2035,"G",0.3
"66578",46011,2035,"G25S",0.3
"66579",46011,2035,"G50S",0.3
"66580",46011,2035,"G75S",0.21591
"66581",46011,2036,"G",0.65227
"66582",46011,2036,"G25S",0.65227
"66583",46011,2036,"G50S",0.56818
"66584",46011,2036,"G75S",0.4
"66585",46011,2037,"G",0.31591
"66586",46011,2037,"G25S",0.3
"66587",46011,2037,"G50S",0.3
"66588",46011,2037,"G75S",0.3
"66589",46011,2038,"G",0.28409
"66590",46011,2038,"G25S",0.2
"66591",46011,2038,"G50S",0.2
"66592",46011,2038,"G75S",0.2
"66593",46011,2039,"G",0.3
"66594",46011,2039,"G25S",0.3
"66595",46011,2039,"G50S",0.3
"66596",46011,2039,"G75S",0.3
"66597",46011,2040,"G",0.63636
"66598",46011,2040,"G25S",0.58409
"66599",46011,2040,"G50S",0.58409
"66600",46011,2040,"G75S",0.58409
"66601",46013,2011,"G",0.22398
"66602",46013,2011,"G25S",0.22398
"66603",46013,2011,"G50S",0.22398
"66604",46013,2011,"G75S",0.22398
"66605",46013,2012,"G",0.2
"66606",46013,2012,"G25S",0.2
"66607",46013,2012,"G50S",0.2
"66608",46013,2012,"G75S",0.2
"66609",46013,2013,"G",0.2
"66610",46013,2013,"G25S",0.2
"66611",46013,2013,"G50S",0.2
"66612",46013,2013,"G75S",0.2
"66613",46013,2014,"G",0.2
"66614",46013,2014,"G25S",0.2
"66615",46013,2014,"G50S",0.2
"66616",46013,2014,"G75S",0.2
"66617",46013,2015,"G",0.2
"66618",46013,2015,"G25S",0.2
"66619",46013,2015,"G50S",0.2
"66620",46013,2015,"G75S",0.2
"66621",46013,2016,"G",0.27602
"66622",46013,2016,"G25S",0.27602
"66623",46013,2016,"G50S",0.27602
"66624",46013,2016,"G75S",0.27602
"66625",46013,2017,"G",0.2
"66626",46013,2017,"G25S",0.2
"66627",46013,2017,"G50S",0.2
"66628",46013,2017,"G75S",0.2
"66629",46013,2018,"G",0.1
"66630",46013,2018,"G25S",0.1
"66631",46013,2018,"G50S",0.1
"66632",46013,2018,"G75S",0.1
"66633",46013,2019,"G",0.22398
"66634",46013,2019,"G25S",0.22398
"66635",46013,2019,"G50S",0.22398
"66636",46013,2019,"G75S",0.2
"66637",46013,2020,"G",0.2
"66638",46013,2020,"G25S",0.2
"66639",46013,2020,"G50S",0.17602
"66640",46013,2020,"G75S",0.1
"66641",46013,2021,"G",0.22398
"66642",46013,2021,"G25S",0.22398
"66643",46013,2021,"G50S",0.22398
"66644",46013,2021,"G75S",0.22398
"66645",46013,2022,"G",0.1
"66646",46013,2022,"G25S",0.1
"66647",46013,2022,"G50S",0.1
"66648",46013,2022,"G75S",0.1
"66649",46013,2023,"G",0.3
"66650",46013,2023,"G25S",0.3
"66651",46013,2023,"G50S",0.3
"66652",46013,2023,"G75S",0.3
"66653",46013,2024,"G",0.2
"66654",46013,2024,"G25S",0.3
"66655",46013,2024,"G50S",0.27602
"66656",46013,2024,"G75S",0.2
"66657",46013,2025,"G",0.3
"66658",46013,2025,"G25S",0.3
"66659",46013,2025,"G50S",0.3
"66660",46013,2025,"G75S",0.3
"66661",46013,2026,"G",0.2
"66662",46013,2026,"G25S",0.2
"66663",46013,2026,"G50S",0.2
"66664",46013,2026,"G75S",0.2
"66665",46013,2027,"G",0.3
"66666",46013,2027,"G25S",0.3
"66667",46013,2027,"G50S",0.3
"66668",46013,2027,"G75S",0.22398
"66669",46013,2028,"G",0.2
"66670",46013,2028,"G25S",0.2
"66671",46013,2028,"G50S",0.2
"66672",46013,2028,"G75S",0.2
"66673",46013,2029,"G",0.3
"66674",46013,2029,"G25S",0.3
"66675",46013,2029,"G50S",0.3
"66676",46013,2029,"G75S",0.3
"66677",46013,2030,"G",0.2
"66678",46013,2030,"G25S",0.2
"66679",46013,2030,"G50S",0.17602
"66680",46013,2030,"G75S",0.1
"66681",46013,2031,"G",0.3
"66682",46013,2031,"G25S",0.22398
"66683",46013,2031,"G50S",0.22398
"66684",46013,2031,"G75S",0.22398
"66685",46013,2032,"G",0.2
"66686",46013,2032,"G25S",0.2
"66687",46013,2032,"G50S",0.2
"66688",46013,2032,"G75S",0.2
"66689",46013,2033,"G",0.2
"66690",46013,2033,"G25S",0.2
"66691",46013,2033,"G50S",0.2
"66692",46013,2033,"G75S",0.2
"66693",46013,2034,"G",0.2
"66694",46013,2034,"G25S",0.17602
"66695",46013,2034,"G50S",0.17602
"66696",46013,2034,"G75S",0.1
"66697",46013,2035,"G",0.22398
"66698",46013,2035,"G25S",0.22398
"66699",46013,2035,"G50S",0.2
"66700",46013,2035,"G75S",0.2
"66701",46013,2036,"G",0.37602
"66702",46013,2036,"G25S",0.37602
"66703",46013,2036,"G50S",0.3
"66704",46013,2036,"G75S",0.3
"66705",46013,2037,"G",0.3
"66706",46013,2037,"G25S",0.3
"66707",46013,2037,"G50S",0.3
"66708",46013,2037,"G75S",0.3
"66709",46013,2038,"G",0.2
"66710",46013,2038,"G25S",0.2
"66711",46013,2038,"G50S",0.2
"66712",46013,2038,"G75S",0.17602
"66713",46013,2039,"G",0.3
"66714",46013,2039,"G25S",0.22398
"66715",46013,2039,"G50S",0.22398
"66716",46013,2039,"G75S",0.2
"66717",46013,2040,"G",0.27602
"66718",46013,2040,"G25S",0.27602
"66719",46013,2040,"G50S",0.27602
"66720",46013,2040,"G75S",0.27602
"66721",46023,2011,"G",0.2
"66722",46023,2011,"G25S",0.2
"66723",46023,2011,"G50S",0.2
"66724",46023,2011,"G75S",0.2
"66725",46023,2012,"G",0.2
"66726",46023,2012,"G25S",0.2
"66727",46023,2012,"G50S",0.2
"66728",46023,2012,"G75S",0.2
"66729",46023,2013,"G",0.23976
"66730",46023,2013,"G25S",0.23976
"66731",46023,2013,"G50S",0.23976
"66732",46023,2013,"G75S",0.23976
"66733",46023,2014,"G",0.2
"66734",46023,2014,"G25S",0.2
"66735",46023,2014,"G50S",0.2
"66736",46023,2014,"G75S",0.2
"66737",46023,2015,"G",0.3
"66738",46023,2015,"G25S",0.3
"66739",46023,2015,"G50S",0.3
"66740",46023,2015,"G75S",0.23976
"66741",46023,2016,"G",0.2
"66742",46023,2016,"G25S",0.2
"66743",46023,2016,"G50S",0.2
"66744",46023,2016,"G75S",0.2
"66745",46023,2017,"G",0.2
"66746",46023,2017,"G25S",0.2
"66747",46023,2017,"G50S",0.2
"66748",46023,2017,"G75S",0.2
"66749",46023,2018,"G",0.2
"66750",46023,2018,"G25S",0.2
"66751",46023,2018,"G50S",0.2
"66752",46023,2018,"G75S",0.2
"66753",46023,2019,"G",0.2
"66754",46023,2019,"G25S",0.2
"66755",46023,2019,"G50S",0.2
"66756",46023,2019,"G75S",0.2
"66757",46023,2020,"G",0.1
"66758",46023,2020,"G25S",0.1
"66759",46023,2020,"G50S",0.1
"66760",46023,2020,"G75S",0.1
"66761",46023,2021,"G",0.3
"66762",46023,2021,"G25S",0.3
"66763",46023,2021,"G50S",0.3
"66764",46023,2021,"G75S",0.3
"66765",46023,2022,"G",0.16024
"66766",46023,2022,"G25S",0.16024
"66767",46023,2022,"G50S",0.1
"66768",46023,2022,"G75S",0.1
"66769",46023,2023,"G",0.3
"66770",46023,2023,"G25S",0.3
"66771",46023,2023,"G50S",0.3
"66772",46023,2023,"G75S",0.3
"66773",46023,2024,"G",0.2
"66774",46023,2024,"G25S",0.2
"66775",46023,2024,"G50S",0.2
"66776",46023,2024,"G75S",0.2
"66777",46023,2025,"G",0.4
"66778",46023,2025,"G25S",0.4
"66779",46023,2025,"G50S",0.4
"66780",46023,2025,"G75S",0.4
"66781",46023,2026,"G",0.1
"66782",46023,2026,"G25S",0.1
"66783",46023,2026,"G50S",0.1
"66784",46023,2026,"G75S",0.1
"66785",46023,2027,"G",0.3
"66786",46023,2027,"G25S",0.3
"66787",46023,2027,"G50S",0.3
"66788",46023,2027,"G75S",0.3
"66789",46023,2028,"G",0.26024
"66790",46023,2028,"G25S",0.2
"66791",46023,2028,"G50S",0.2
"66792",46023,2028,"G75S",0.2
"66793",46023,2029,"G",0.23976
"66794",46023,2029,"G25S",0.23976
"66795",46023,2029,"G50S",0.2
"66796",46023,2029,"G75S",0.2
"66797",46023,2030,"G",0.16024
"66798",46023,2030,"G25S",0.1
"66799",46023,2030,"G50S",0.1
"66800",46023,2030,"G75S",0.1
"66801",46023,2031,"G",0.4
"66802",46023,2031,"G25S",0.4
"66803",46023,2031,"G50S",0.4
"66804",46023,2031,"G75S",0.4
"66805",46023,2032,"G",0.2
"66806",46023,2032,"G25S",0.2
"66807",46023,2032,"G50S",0.16024
"66808",46023,2032,"G75S",0.1
"66809",46023,2033,"G",0.23976
"66810",46023,2033,"G25S",0.23976
"66811",46023,2033,"G50S",0.2
"66812",46023,2033,"G75S",0.2
"66813",46023,2034,"G",0.2
"66814",46023,2034,"G25S",0.16024
"66815",46023,2034,"G50S",0.16024
"66816",46023,2034,"G75S",0.1
"66817",46023,2035,"G",0.2
"66818",46023,2035,"G25S",0.2
"66819",46023,2035,"G50S",0.2
"66820",46023,2035,"G75S",0.2
"66821",46023,2036,"G",0.26024
"66822",46023,2036,"G25S",0.26024
"66823",46023,2036,"G50S",0.2
"66824",46023,2036,"G75S",0.2
"66825",46023,2037,"G",0.3
"66826",46023,2037,"G25S",0.3
"66827",46023,2037,"G50S",0.3
"66828",46023,2037,"G75S",0.3
"66829",46023,2038,"G",0.2
"66830",46023,2038,"G25S",0.2
"66831",46023,2038,"G50S",0.2
"66832",46023,2038,"G75S",0.16024
"66833",46023,2039,"G",0.23976
"66834",46023,2039,"G25S",0.2
"66835",46023,2039,"G50S",0.2
"66836",46023,2039,"G75S",0.2
"66837",46023,2040,"G",0.3
"66838",46023,2040,"G25S",0.3
"66839",46023,2040,"G50S",0.3
"66840",46023,2040,"G75S",0.3
"66841",46025,2011,"G",0.3
"66842",46025,2011,"G25S",0.3
"66843",46025,2011,"G50S",0.3
"66844",46025,2011,"G75S",0.3
"66845",46025,2012,"G",0.2
"66846",46025,2012,"G25S",0.2
"66847",46025,2012,"G50S",0.2
"66848",46025,2012,"G75S",0.2
"66849",46025,2013,"G",0.3
"66850",46025,2013,"G25S",0.3
"66851",46025,2013,"G50S",0.3
"66852",46025,2013,"G75S",0.3
"66853",46025,2014,"G",0.2
"66854",46025,2014,"G25S",0.2
"66855",46025,2014,"G50S",0.2
"66856",46025,2014,"G75S",0.2
"66857",46025,2015,"G",0.3
"66858",46025,2015,"G25S",0.3
"66859",46025,2015,"G50S",0.3
"66860",46025,2015,"G75S",0.3
"66861",46025,2016,"G",0.3
"66862",46025,2016,"G25S",0.3
"66863",46025,2016,"G50S",0.3
"66864",46025,2016,"G75S",0.3
"66865",46025,2017,"G",0.3
"66866",46025,2017,"G25S",0.3
"66867",46025,2017,"G50S",0.3
"66868",46025,2017,"G75S",0.3
"66869",46025,2018,"G",0.2
"66870",46025,2018,"G25S",0.2
"66871",46025,2018,"G50S",0.2
"66872",46025,2018,"G75S",0.2
"66873",46025,2019,"G",0.3
"66874",46025,2019,"G25S",0.3
"66875",46025,2019,"G50S",0.3
"66876",46025,2019,"G75S",0.3
"66877",46025,2020,"G",0.2
"66878",46025,2020,"G25S",0.2
"66879",46025,2020,"G50S",0.1
"66880",46025,2020,"G75S",0.1
"66881",46025,2021,"G",0.3
"66882",46025,2021,"G25S",0.3
"66883",46025,2021,"G50S",0.3
"66884",46025,2021,"G75S",0.3
"66885",46025,2022,"G",0.2
"66886",46025,2022,"G25S",0.2
"66887",46025,2022,"G50S",0.2
"66888",46025,2022,"G75S",0.1
"66889",46025,2023,"G",0.3
"66890",46025,2023,"G25S",0.3
"66891",46025,2023,"G50S",0.3
"66892",46025,2023,"G75S",0.3
"66893",46025,2024,"G",0.2
"66894",46025,2024,"G25S",0.2
"66895",46025,2024,"G50S",0.2
"66896",46025,2024,"G75S",0.2
"66897",46025,2025,"G",0.5
"66898",46025,2025,"G25S",0.5
"66899",46025,2025,"G50S",0.6
"66900",46025,2025,"G75S",0.6
"66901",46025,2026,"G",0.2
"66902",46025,2026,"G25S",0.2
"66903",46025,2026,"G50S",0.2
"66904",46025,2026,"G75S",0.2
"66905",46025,2027,"G",0.3
"66906",46025,2027,"G25S",0.3
"66907",46025,2027,"G50S",0.3
"66908",46025,2027,"G75S",0.3
"66909",46025,2028,"G",0.2
"66910",46025,2028,"G25S",0.2
"66911",46025,2028,"G50S",0.2
"66912",46025,2028,"G75S",0.2
"66913",46025,2029,"G",0.3
"66914",46025,2029,"G25S",0.3
"66915",46025,2029,"G50S",0.3
"66916",46025,2029,"G75S",0.3
"66917",46025,2030,"G",0.2
"66918",46025,2030,"G25S",0.2
"66919",46025,2030,"G50S",0.1
"66920",46025,2030,"G75S",0.1
"66921",46025,2031,"G",0.3
"66922",46025,2031,"G25S",0.3
"66923",46025,2031,"G50S",0.3
"66924",46025,2031,"G75S",0.3
"66925",46025,2032,"G",0.3
"66926",46025,2032,"G25S",0.3
"66927",46025,2032,"G50S",0.3
"66928",46025,2032,"G75S",0.3
"66929",46025,2033,"G",0.3
"66930",46025,2033,"G25S",0.3
"66931",46025,2033,"G50S",0.3
"66932",46025,2033,"G75S",0.2
"66933",46025,2034,"G",0.2
"66934",46025,2034,"G25S",0.2
"66935",46025,2034,"G50S",0.2
"66936",46025,2034,"G75S",0.2
"66937",46025,2035,"G",0.3
"66938",46025,2035,"G25S",0.3
"66939",46025,2035,"G50S",0.2
"66940",46025,2035,"G75S",0.2
"66941",46025,2036,"G",0.4
"66942",46025,2036,"G25S",0.4
"66943",46025,2036,"G50S",0.4
"66944",46025,2036,"G75S",0.3
"66945",46025,2037,"G",0.3
"66946",46025,2037,"G25S",0.3
"66947",46025,2037,"G50S",0.3
"66948",46025,2037,"G75S",0.3
"66949",46025,2038,"G",0.2
"66950",46025,2038,"G25S",0.2
"66951",46025,2038,"G50S",0.2
"66952",46025,2038,"G75S",0.2
"66953",46025,2039,"G",0.3
"66954",46025,2039,"G25S",0.3
"66955",46025,2039,"G50S",0.3
"66956",46025,2039,"G75S",0.2
"66957",46025,2040,"G",0.3
"66958",46025,2040,"G25S",0.3
"66959",46025,2040,"G50S",0.3
"66960",46025,2040,"G75S",0.3
"66961",46027,2011,"G",0.4
"66962",46027,2011,"G25S",0.4
"66963",46027,2011,"G50S",0.4
"66964",46027,2011,"G75S",0.4
"66965",46027,2012,"G",0.3
"66966",46027,2012,"G25S",0.3
"66967",46027,2012,"G50S",0.3
"66968",46027,2012,"G75S",0.3
"66969",46027,2013,"G",0.4
"66970",46027,2013,"G25S",0.4
"66971",46027,2013,"G50S",0.4
"66972",46027,2013,"G75S",0.4
"66973",46027,2014,"G",0.2
"66974",46027,2014,"G25S",0.21842
"66975",46027,2014,"G50S",0.21842
"66976",46027,2014,"G75S",0.2
"66977",46027,2015,"G",0.4
"66978",46027,2015,"G25S",0.4
"66979",46027,2015,"G50S",0.4
"66980",46027,2015,"G75S",0.4
"66981",46027,2016,"G",0.31842
"66982",46027,2016,"G25S",0.31842
"66983",46027,2016,"G50S",0.31842
"66984",46027,2016,"G75S",0.3
"66985",46027,2017,"G",0.4
"66986",46027,2017,"G25S",0.4
"66987",46027,2017,"G50S",0.4
"66988",46027,2017,"G75S",0.4
"66989",46027,2018,"G",0.31842
"66990",46027,2018,"G25S",0.4
"66991",46027,2018,"G50S",0.31842
"66992",46027,2018,"G75S",0.31842
"66993",46027,2019,"G",0.3
"66994",46027,2019,"G25S",0.3
"66995",46027,2019,"G50S",0.3
"66996",46027,2019,"G75S",0.3
"66997",46027,2020,"G",0.2
"66998",46027,2020,"G25S",0.21842
"66999",46027,2020,"G50S",0.2
"67000",46027,2020,"G75S",0.2
"67001",46027,2021,"G",0.5
"67002",46027,2021,"G25S",0.5
"67003",46027,2021,"G50S",0.5
"67004",46027,2021,"G75S",0.5
"67005",46027,2022,"G",0.3
"67006",46027,2022,"G25S",0.3
"67007",46027,2022,"G50S",0.3
"67008",46027,2022,"G75S",0.3
"67009",46027,2023,"G",0.58158
"67010",46027,2023,"G25S",0.5
"67011",46027,2023,"G50S",0.5
"67012",46027,2023,"G75S",0.5
"67013",46027,2024,"G",0.4
"67014",46027,2024,"G25S",0.4
"67015",46027,2024,"G50S",0.4
"67016",46027,2024,"G75S",0.4
"67017",46027,2025,"G",0.5
"67018",46027,2025,"G25S",0.5
"67019",46027,2025,"G50S",0.5
"67020",46027,2025,"G75S",0.4
"67021",46027,2026,"G",0.2
"67022",46027,2026,"G25S",0.2
"67023",46027,2026,"G50S",0.2
"67024",46027,2026,"G75S",0.2
"67025",46027,2027,"G",0.5
"67026",46027,2027,"G25S",0.5
"67027",46027,2027,"G50S",0.48158
"67028",46027,2027,"G75S",0.4
"67029",46027,2028,"G",0.3
"67030",46027,2028,"G25S",0.3
"67031",46027,2028,"G50S",0.3
"67032",46027,2028,"G75S",0.3
"67033",46027,2029,"G",0.4
"67034",46027,2029,"G25S",0.4
"67035",46027,2029,"G50S",0.4
"67036",46027,2029,"G75S",0.38158
"67037",46027,2030,"G",0.21842
"67038",46027,2030,"G25S",0.21842
"67039",46027,2030,"G50S",0.2
"67040",46027,2030,"G75S",0.2
"67041",46027,2031,"G",0.6
"67042",46027,2031,"G25S",0.6
"67043",46027,2031,"G50S",0.6
"67044",46027,2031,"G75S",0.6
"67045",46027,2032,"G",0.3
"67046",46027,2032,"G25S",0.3
"67047",46027,2032,"G50S",0.21842
"67048",46027,2032,"G75S",0.21842
"67049",46027,2033,"G",0.5
"67050",46027,2033,"G25S",0.5
"67051",46027,2033,"G50S",0.4
"67052",46027,2033,"G75S",0.4
"67053",46027,2034,"G",0.3
"67054",46027,2034,"G25S",0.3
"67055",46027,2034,"G50S",0.3
"67056",46027,2034,"G75S",0.3
"67057",46027,2035,"G",0.5
"67058",46027,2035,"G25S",0.5
"67059",46027,2035,"G50S",0.4
"67060",46027,2035,"G75S",0.4
"67061",46027,2036,"G",0.41842
"67062",46027,2036,"G25S",0.4
"67063",46027,2036,"G50S",0.4
"67064",46027,2036,"G75S",0.31842
"67065",46027,2037,"G",0.51842
"67066",46027,2037,"G25S",0.51842
"67067",46027,2037,"G50S",0.5
"67068",46027,2037,"G75S",0.5
"67069",46027,2038,"G",0.4
"67070",46027,2038,"G25S",0.31842
"67071",46027,2038,"G50S",0.31842
"67072",46027,2038,"G75S",0.3
"67073",46027,2039,"G",0.5
"67074",46027,2039,"G25S",0.48158
"67075",46027,2039,"G50S",0.4
"67076",46027,2039,"G75S",0.4
"67077",46027,2040,"G",0.31842
"67078",46027,2040,"G25S",0.41842
"67079",46027,2040,"G50S",0.41842
"67080",46027,2040,"G75S",0.41842
"67081",46029,2011,"G",0.3
"67082",46029,2011,"G25S",0.3
"67083",46029,2011,"G50S",0.3
"67084",46029,2011,"G75S",0.3
"67085",46029,2012,"G",0.2
"67086",46029,2012,"G25S",0.2
"67087",46029,2012,"G50S",0.2
"67088",46029,2012,"G75S",0.2
"67089",46029,2013,"G",0.4
"67090",46029,2013,"G25S",0.4
"67091",46029,2013,"G50S",0.44643
"67092",46029,2013,"G75S",0.4
"67093",46029,2014,"G",0.2
"67094",46029,2014,"G25S",0.2
"67095",46029,2014,"G50S",0.2
"67096",46029,2014,"G75S",0.2
"67097",46029,2015,"G",0.3
"67098",46029,2015,"G25S",0.3
"67099",46029,2015,"G50S",0.3
"67100",46029,2015,"G75S",0.3
"67101",46029,2016,"G",0.3
"67102",46029,2016,"G25S",0.3
"67103",46029,2016,"G50S",0.3
"67104",46029,2016,"G75S",0.25357
"67105",46029,2017,"G",0.3
"67106",46029,2017,"G25S",0.3
"67107",46029,2017,"G50S",0.3
"67108",46029,2017,"G75S",0.3
"67109",46029,2018,"G",0.2
"67110",46029,2018,"G25S",0.2
"67111",46029,2018,"G50S",0.2
"67112",46029,2018,"G75S",0.2
"67113",46029,2019,"G",0.3
"67114",46029,2019,"G25S",0.3
"67115",46029,2019,"G50S",0.3
"67116",46029,2019,"G75S",0.3
"67117",46029,2020,"G",0.2
"67118",46029,2020,"G25S",0.2
"67119",46029,2020,"G50S",0.2
"67120",46029,2020,"G75S",0.15357
"67121",46029,2021,"G",0.34643
"67122",46029,2021,"G25S",0.3
"67123",46029,2021,"G50S",0.3
"67124",46029,2021,"G75S",0.3
"67125",46029,2022,"G",0.2
"67126",46029,2022,"G25S",0.2
"67127",46029,2022,"G50S",0.2
"67128",46029,2022,"G75S",0.1
"67129",46029,2023,"G",0.4
"67130",46029,2023,"G25S",0.4
"67131",46029,2023,"G50S",0.4
"67132",46029,2023,"G75S",0.34643
"67133",46029,2024,"G",0.25357
"67134",46029,2024,"G25S",0.25357
"67135",46029,2024,"G50S",0.25357
"67136",46029,2024,"G75S",0.2
"67137",46029,2025,"G",0.6
"67138",46029,2025,"G25S",0.6
"67139",46029,2025,"G50S",0.6
"67140",46029,2025,"G75S",0.6
"67141",46029,2026,"G",0.3
"67142",46029,2026,"G25S",0.3
"67143",46029,2026,"G50S",0.3
"67144",46029,2026,"G75S",0.25357
"67145",46029,2027,"G",0.3
"67146",46029,2027,"G25S",0.3
"67147",46029,2027,"G50S",0.3
"67148",46029,2027,"G75S",0.3
"67149",46029,2028,"G",0.2
"67150",46029,2028,"G25S",0.2
"67151",46029,2028,"G50S",0.2
"67152",46029,2028,"G75S",0.2
"67153",46029,2029,"G",0.34643
"67154",46029,2029,"G25S",0.34643
"67155",46029,2029,"G50S",0.3
"67156",46029,2029,"G75S",0.3
"67157",46029,2030,"G",0.2
"67158",46029,2030,"G25S",0.2
"67159",46029,2030,"G50S",0.2
"67160",46029,2030,"G75S",0.15357
